Período;Região;Instituição;Localização Geográfica;Nº Atendimentos em Urgência SU Triagem Manchester -Vermelha;Nº Atendimentos em Urgência SU Triagem Manchester -Laranja;Nº Atendimentos em Urgência SU Triagem Manchester -Amarela;Nº Atendimentos em Urgência SU Triagem Manchester -Verde;Nº Atendimentos em Urgência SU Triagem Manchester -Azul;Nº Atendimentos em Urgência SU Triagem Manchester -Branca;Nº Atendimentos s\ Triagem Manchester
2024-10;Região de Saúde Norte;Unidade Local de Saúde de Braga, EPE;41.562328338623, -8.3;718;14707;83356;69607;1076;6606;1318
2024-10;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;40.9295, -8.54567;514;20133;92112;49250;1613;734;307
2024-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;38.568838, -7.903064;300;13409;30945;29186;2083;967;706
2024-10;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;987;42567;141978;118072;4049;11295;2880
2024-10;Região de Saúde do Alentejo;Unidade Local de Saúde do Alto Alentejo, EPE;39.2999, -7.4267;223;7231;33161;33068;906;1736;
2024-10;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;166;9162;51614;54080;1651;8663;908
2024-10;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;38.6527214050293, -9.0;266;8542;50775;48218;1874;3708;6642
2024-10;Região de Saúde do Centro;Unidade Local de Saúde do Baixo Mondego, EPE;40.130297609, -8.8606;90;4260;34590;19585;112;953;143
2024-10;Região de Saúde Norte;Unidade Local de Saúde do Médio Ave, EPE;41.3422317504883, -8.0;266;9409;54535;38303;703;2569;6
2024-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.802452, -6.768198;269;7068;52261;24324;677;3477;191
2024-10;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;41.1971153671548, -8.0;792;23845;76923;46668;1356;14348;12904
2024-11;Região de Saúde LVT;Unidade Local de Saúde da Arrábida, EPE;38.529351, -8.881073;322;14067;48848;29588;975;3705;7446
2024-11;Região de Saúde do Centro;Unidade Local de Saúde de Coimbra, EPE;40.217426, -8.410075;1471;38947;129248;61490;2673;8656;26505
2024-11;Região de Saúde Norte;Unidade Local de Saúde de Entre Douro e Vouga, EPE;40.9295, -8.54567;568;22173;101015;53380;1757;751;325
2024-11;Região de Saúde Norte;Unidade Local de Saúde de Trás-os-Montes e Alto Douro, EPE;41.310331, -7.760103;440;17730;129555;57949;1331;6021;8
2024-11;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;1068;46718;154984;127990;4422;12280;3109
2024-11;Região de Saúde Norte;Unidade Local de Saúde do Alto Ave, EPE;41.488574, -8.338685;183;10178;56788;59627;1844;9590;1010
2024-11;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;38.6527214050293, -9.0;288;9545;55995;53170;2029;4115;6742
2024-12;Região de Saúde do Centro;Unidade Local de Saúde da Cova da Beira, EPE;40.2776794433594, -7.0;142;4600;43451;19487;239;3280;66
2024-12;Região de Saúde Norte;Unidade Local de Saúde da Póvoa de Varzim/Vila do Conde, EPE;41.383183, -8.758784;275;6121;30137;28723;1161;5;1324
2024-12;Região de Saúde do Centro;Unidade Local de Saúde da Região de Aveiro, EPE;40.636332, -8.654388;590;22107;97006;46082;2574;8670;402
2024-12;Região de Saúde LVT;Unidade Local de Saúde de Amadora/Sintra, EPE;38.7436332060551, -9.0;716;25614;75961;139205;4484;4741;2354
2024-12;Região de Saúde Norte;Unidade Local de Saúde de Santo António, EPE;41.147283, -8.619536;618;12954;71950;32049;2468;5788;20978
2024-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Alentejo Central, EPE;38.568838, -7.903064;360;16023;37015;35903;2425;1387;823
2024-12;Região de Saúde do Algarve;Unidade Local de Saúde do Algarve, EPE;37.024668, -7.928949;1165;50916;168559;138667;4750;13276;3426
2024-12;Região de Saúde LVT;Unidade Local de Saúde do Arco Ribeirinho, EPE;38.6527214050293, -9.0;317;10637;61280;58466;2192;4571;6843
2024-12;Região de Saúde Norte;Unidade Local de Saúde do Tâmega e Sousa, EPE;41.1971153671548, -8.0;1001;28642;94333;55003;1570;17273;14893
2013-01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;93;2112;8150;3927;38;698;10
2013-01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;96;2273;7214;4492;129;981;109
2013-01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;21;528;2955;1917;24;171;0
2013-01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;45;1224;4334;4462;21;488;697
2013-01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;10;481;2369;4179;38;280;
2013-01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;;;;;;;8404
2013-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;44;1230;4864;1090;53;453;12842
2013-02;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;24;417;5315;3629;26;259;3959
2013-02;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;107;1787;14100;13727;414;219;
2013-02;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;251;5252;18917;7713;61;862;16081
2013-02;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;129;2280;14508;22348;240;694;3513
2013-02;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;87;2315;8315;8598;37;945;1167
2013-02;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;118;3008;15288;8267;439;2747;48
2013-03;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;44;633;8259;5688;36;401;5859
2013-03;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;217;4853;14619;9644;174;1300;13203
2013-03;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;113;3851;10232;12730;92;6;19
2013-03;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;374;9301;19716;31702;1233;3059;371
2013-03;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;347;6858;24972;13844;1194;519;22839
2013-03;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;39;1280;6505;10489;82;752;
2013-03;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;156;5519;19660;14750;66;179;
2013-04;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;66;2070;5433;10169;66;514;13204
2013-04;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;275;6336;19408;12913;245;2091;16887
2013-04;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;;;;;;;29151
2013-04;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;234;6125;21884;20421;122;2489;22498
2013-04;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;265;6244;21443;25261;1660;1530;15230
2013-04;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;150;5858;21876;33597;608;162;95
2013-05;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;89;2806;7889;14551;86;824;13378
2013-05;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;257;4274;34670;33048;1024;568;
2013-05;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;84;2299;15158;12488;81;344;17
2013-05;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;112;2645;13989;10261;144;775;
2013-05;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173, -8.3086907;174;6121;21141;30984;374;2106;326
2013-05;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;300;7488;38259;20299;1036;6678;176
2013-06;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;163;3466;11952;8252;164;1605;10916
2013-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;;;;;;24133;21724
2013-06;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;111;3575;10386;18847;115;1112;13392
2013-06;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173, -8.3086907;192;7263;25411;37143;450;2449;395
2013-06;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;334;10188;39032;28758;176;372;
2013-07;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;;;;;;;53768
2013-07;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;147;3648;19549;14238;217;1082;
2013-07;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;262;4584;24595;21849;415;1221;40907
2013-07;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;408;10277;37942;34005;250;5087;39430
2013-07;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;424;10546;53881;28483;1451;9495;249
2013-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;136;4721;19895;4729;184;1863;50640
2013-08;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;209;6667;19204;34799;202;2056;585
2013-08;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;274;7548;28412;12722;172;3579;59568
2013-08;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;284;5108;27907;24750;484;1370;45200
2013-08;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;517;12029;54039;26567;371;24974;2234
2013-08;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;312;7840;27297;16623;858;1200;101
2013-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;151;5289;22440;5212;206;2090;55936
2013-09;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;220;7340;21346;38420;225;2288;1260
2013-09;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;110;1655;24990;17372;118;1273;15330
2013-09;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;430;7645;61684;58980;1782;1023;
2013-09;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;643;9611;65210;101897;1065;2332;9081
2013-09;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;324;5674;31275;27757;552;1519;50456
2013-09;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;353;12349;48350;72490;1520;345;201
2013-09;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;332;10806;31778;37278;387;12;38
2013-09;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;710;8824;60518;16564;577;1715;10329
2013-09;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;190;4784;19742;32255;326;1262;
2013-09;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;770;14124;53467;60921;357;6214;10417
2013-09;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;526;13757;75602;47191;1201;;343
2013-09;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;339;8837;30792;18765;959;1344;106
2013-10;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;344;9498;35561;15736;197;4480;85163
2013-10;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;504;8806;70275;66346;2010;1265;
2013-10;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;345;6270;34738;30790;613;1679;56445
2013-10;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;311;8307;35773;17055;136;5467;43767
2013-10;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;743;15154;54171;53977;664;3148;
2013-10;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;366;12086;35603;41981;444;15;41
2013-10;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;;;;;;;237032
2013-10;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;911;16166;60005;67262;371;6729;11465
2013-10;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;595;15214;84501;52556;1288;;366
2013-10;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;324;8447;62173;27072;275;2798;60
2013-11;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;263;8737;26222;46887;290;2815;876
2013-11;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;586;9962;78617;73275;2185;1421;
2013-11;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;866;22191;86075;41448;527;6199;112
2013-11;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;164;4637;34065;26070;189;778;36
2013-11;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;196;5449;30716;20978;312;1769;
2013-11;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;385;6895;37979;33702;687;1837;62039
2013-11;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;827;16529;59187;59236;719;3537;
2013-11;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;408;13326;39368;46257;503;22;43
2013-11;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;377;12647;47686;43690;237;4799;6439
2013-11;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;511;15897;81887;49242;768;7551;956
2013-12;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;308;6903;23784;16614;406;2967;20745
2013-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;196;7128;30034;6607;265;2712;73956
2013-12;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;297;9556;28737;51407;330;3050;683
2013-12;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;158;2238;32925;22109;157;1662;20043
2013-12;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;760;18315;58504;39593;769;6385;49417
2013-12;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;;;;;;;86279
2013-12;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;370;10267;42891;19864;151;6601;53027
2013-12;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;419;14069;52066;47807;261;5129;7005
2013-12;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;397;9875;73216;30790;308;3353;82
2014-01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;;;;;;;8754
2014-01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;70;2240;6529;2282;35;677;8736
2014-01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;133;2782;9419;3548;34;271;7885
2014-01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;59;1731;5069;3497;83;480;4610
2014-01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;;;;;;;7546
2014-01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;51;877;5723;5959;76;118;9667
2014-01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;42;1530;4640;4416;15;360;584
2014-01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;66;1368;3092;2509;207;125;5553
2014-01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;102;2392;6909;7285;33;679;1227
2014-01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;46;1755;8039;4791;37;596;99
2014-01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;68;1768;9185;5586;68;;66
2014-02;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;;;;;;;16411
2014-02;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve, EPE;37.0238973, -7.9281554;151;4291;12113;4429;71;1295;16080
2014-02;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;250;5361;18028;6636;66;549;15508
2014-02;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;19;834;6000;4964;36;144;8
2014-02;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;29;1050;5856;3561;54;234;
2014-02;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;129;2378;16082;22932;158;688;227
2014-02;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;53;1980;6915;3045;12;1020;9844
2014-02;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;94;3518;12285;17137;270;64;34
2014-02;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;100;2949;7881;8667;96;4;10
2014-02;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173, -8.3086907;68;2631;9432;12538;109;801;88
2014-02;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;168;3191;13429;5643;83;6530;569
2014-02;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;85;3184;15951;7742;353;3278;176
2014-03;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Norte, EPE;38.7500861, -9.1616116;222;4547;16039;18255;1159;729;11623
2014-03;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;130;5008;18557;25735;438;87;52
2014-03;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;340;6340;23615;12849;1200;595;25117
2014-03;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;74;1828;6597;10581;111;371;
