Período;Região;ULS;Entidade;Localização Geográfica;Nº Notícias Nascimento;Nº de Nascer Utente
2018-09;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;42;38.0
2018-09;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;198;218.0
2018-09;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;183;140.0
2018-09;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;39;0.0
2018-09;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;90;152.0
2018-09;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;345;365.0
2018-09;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;144;75.0
2018-10;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;55;4.0
2018-10;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;305;132.0
2018-10;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;153;96.0
2018-10;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;10;38.0
2018-10;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;244;15.0
2018-10;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;79;80.0
2018-10;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;97;133.0
2018-10;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;136;0.0
2018-11;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;137;150.0
2018-11;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;117;91.0
2018-11;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;104;89.0
2018-11;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;34;0.0
2018-11;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;379;335.0
2018-11;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;161;128.0
2018-11;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;271;279.0
2018-11;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;107;135.0
2018-11;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;177;184.0
2018-12;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;301;98.0
2018-12;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;81;62.0
2018-12;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;43;35.0
2018-12;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;78;0.0
2018-12;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;65;0.0
2018-12;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;72;99.0
2018-12;Região de Saúde Norte;;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010595;159;109.0
2019-01;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;390;341.0
2019-01;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;31;0.0
2019-01;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;38;58.0
2019-01;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;111;121.0
2019-01;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;22;77.0
2019-01;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;216;0.0
2019-02;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;115;113.0
2019-02;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;157;106.0
2019-02;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;34;72.0
2019-02;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;161;122.0
2019-02;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;58;0.0
2019-02;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;9;25.0
2019-02;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;92;73.0
2019-02;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;83;76.0
2019-02;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;171;91.0
2019-02;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;161;179.0
2019-02;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;179;0.0
2019-02;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;255;102.0
2019-02;Região de Saúde Norte;;Hospital de Braga, PPP;41.567781, -8.399268;173;114.0
2019-03;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;1;24.0
2019-03;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;163;132.0
2019-03;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;4;70.0
2019-03;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;103;50.0
2019-03;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;137;121.0
2019-03;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;151;100.0
2019-03;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;185;100.0
2019-03;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;218;0.0
2019-04;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;101;99.0
2019-04;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;41;43.0
2019-04;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;103;113.0
2019-04;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;103;54.0
2019-04;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;67;0.0
2019-05;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;134;95.0
2019-05;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;120;129.0
2019-05;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;132;83.0
2019-05;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;88;85.0
2019-06;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;191;8.0
2019-06;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;102;90.0
2019-06;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;9;26.0
2019-06;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;170;51.0
2019-06;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;70;0.0
2019-06;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;138;52.0
2019-06;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;31;1.0
2019-06;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;317;280.0
2019-06;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;31;31.0
2019-06;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;89;124.0
2019-06;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;172;177.0
2019-07;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;131;89.0
2019-07;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;110;112.0
2019-07;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;108;110.0
2019-07;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;79;0.0
2019-07;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;201;0.0
2019-07;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;159;159.0
2019-07;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;295;125.0
2019-07;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;126;49.0
2019-07;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;210;124.0
2019-07;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;118;171.0
2019-08;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;116;89.0
2019-08;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;32;84.0
2019-08;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;99;86.0
2019-08;Região de Saúde Norte;;Centro Hospitalar de Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;114;67.0
2019-08;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;28;0.0
2019-08;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;315;90.0
2019-08;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;1;39.0
2019-08;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;144;88.0
2019-09;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;156;94.0
2019-09;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;150;111.0
2019-09;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;39;20.0
2019-09;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;98;41.0
2019-09;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;180;174.0
2019-09;Região de Saúde do Algarve;;Centro Hospitalar Universitário do Algarve, EPE;37.15527, -8.539542;265;91.0
2019-10;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;156;79.0
2019-10;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;108;110.0
2019-10;Região de Saúde Norte;;Centro Hospitalar de Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;92;50.0
2019-10;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;173;160.0
2019-10;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;210;245.0
2019-10;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;204;141.0
2019-10;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;190;0.0
2019-10;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;34;28.0
2019-10;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;123;115.0
2019-10;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;36;118.0
2019-10;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;192;25.0
2019-10;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;102;15.0
2019-11;Região de Saúde LVT;;Centro Hospitalar Barreiro Montijo, EPE;38.6554005, -9.0592392;116;32.0
2019-11;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;140;95.0
2019-11;Região de Saúde LVT;;Hospital Prof. Doutor Fernando Fonseca, EPE;38.744564, -9.246391;201;0.0
2019-11;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;35;1.0
2019-11;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;17;31.0
2019-11;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;121;19.0
2019-12;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;35;101.0
2019-12;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;97;80.0
2019-12;Região de Saúde Norte;;Hospital de Braga, EPE;41.567781, -8.399268;207;118.0
2019-12;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;81;57.0
2019-12;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;36;26.0
2019-12;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;141;18.0
2019-12;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;84;107.0
2019-12;Região de Saúde Norte;;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;158;15.0
2019-12;Região de Saúde do Centro;;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;2;18.0
2020-01;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;166;158.0
2020-01;Região de Saúde do Centro;;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098217;262;307.0
2020-01;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Central, EPE;38.7166948, -9.1371248;234;11.0
2020-01;Região de Saúde Norte;;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.617262;296;161.0
2020-01;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;175;129.0
2020-01;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;50;66.0
2020-01;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;100;102.0
2020-01;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;34;33.0
2020-01;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;31;18.0
2020-01;Região de Saúde Norte;;Centro Hospitalar de Entre o Douro e Vouga, EPE;40.9293884, -8.5458794;84;116.0
2020-01;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.1831056, -8.6010592;120;121.0
2020-01;Região de Saúde do Centro;;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;121;99.0
2020-01;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;23;128.0
2020-01;Região de Saúde Norte;;Hospital de Braga, EPE;41.567781, -8.399268;219;193.0
2020-02;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;24;12.0
2020-02;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;144;103.0
2020-02;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;108;40.0
2020-02;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;214;6.0
2020-03;Região de Saúde LVT;;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;110;14.0
2020-03;Região de Saúde do Alentejo;;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;77;0.0
2020-03;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;39;18.0
2020-03;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;185;60.0
2020-03;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;197;21.0
2020-03;Região de Saúde Norte;;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;34;5.0
2020-03;Região de Saúde do Alentejo;;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263846;32;5.0
2020-04;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;115;0.0
2020-04;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;140;0.0
2020-04;Região de Saúde Norte;;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;75;0.0
2020-04;Região de Saúde Norte;;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;95;20.0
2020-04;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;130;0.0
2020-04;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;173;4.0
2020-04;Região de Saúde LVT;;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258497;96;0.0
2020-04;Região de Saúde do Alentejo;;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;45;0.0
2020-04;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;197;0.0
2020-04;Região de Saúde Norte;;Hospital da Senhora da Oliveira - Guimarães, EPE;41.4387173, -8.3086907;140;3.0
2020-05;Região de Saúde do Centro;;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;126;0.0
2020-05;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;132;14.0
2020-05;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;161;0.0
2020-05;Região de Saúde do Centro;;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;55;54.0
2020-05;Região de Saúde LVT;;Hospital Distrital de Santarém, EPE;39.241184, -8.6958;89;1.0
2020-05;Região de Saúde Norte;;Unidade Local de Saúde de Matosinhos, EPE;41.1831056, -8.6010593;108;0.0
2020-05;Região de Saúde LVT;;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;27;51.0
2020-05;Região de Saúde LVT;;Hospital de Cascais Dr. José de Almeida;38.728951, -9.418466;156;0.0
2020-06;Região de Saúde LVT;;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;139;1.0
2020-06;Região de Saúde LVT;;Hospital Vila Franca de Xira, PPP;38.952565, -8.992398;113;0.0
2020-06;Região de Saúde do Centro;;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;151;0.0
2020-06;Região de Saúde LVT;;Hospital Beatriz Ângelo - Loures, PPP;38.821342, -9.176377;19;0.0
2020-06;Região de Saúde LVT;;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;175;6.0
2020-06;Região de Saúde Norte;;Unidade Local de Saúde do Alto Minho, EPE;41.1831056, -8.6010592;93;0.0
2020-07;Região de Saúde LVT;;Hospital Garcia de Orta, EPE;38.673379, -9.17602;220;0.0
2020-07;Região de Saúde do Centro;;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;37;0.0
